sentences,words,OOV,logprob,ppl,ppl1
48,281,0,-1072.53,1819.63,6559.15
48,281,0,-1072.53,1819.63,6559.15
75,584,2,-1526.9,210.885,420.278
93,446,0,-1627.73,1046.9,4462.9
86,408,6,-1114.64,192.353,592.567
21,154,2,-415.97,253.776,545.311
74,688,0,-1741.06,192.686,339.316
21,127,1,-347.564,231.409,573.381
121,712,0,-2011.91,260.173,669.455
70,348,0,-806.535,85.0178,207.792
39,368,35,-856.821,201.039,374.14
62,437,0,-1093.91,155.673,318.593
53,376,6,-1072.79,343.669,793.279
75,666,2,-1690.74,194.03,351.794
76,297,90,-926.658,1881.1,29964.7
36,343,0,-986.749,401.383,753.042
80,523,65,-1933.85,3931.06,16686.7
80,641,20,-1716.26,280.74,580.372
120,703,4,-2142.02,412.49,1159.88
68,451,1,-1211.55,218.226,492.427
79,518,0,-1212.06,107.215,218.72
45,263,22,-981.403,2700.72,11809
79,518,0,-1212.06,107.215,218.72
122,386,7,-1168.64,215.09,1211.97
55,393,0,-937.005,123.461,242.235
94,495,0,-1292.19,156.266,407.827
1,18,2,-48.2467,688.721,1036.15
64,440,90,-1443.41,3065.5,13305.6
69,424,0,-1042.4,130.138,287.403
54,248,0,-934.563,1243.31,5866.75
65,360,5,-1020.44,268.915,748.986
26,132,2,-371.383,240.25,719.111
32,180,0,-468.356,161.892,399.925
22,121,27,-426.913,4789.47,34804.2
47,356,18,-945.173,285.098,625.704
52,464,0,-1353.77,420.33,827.205
28,151,1,-405.465,189.625,504.78
53,330,2,-895.768,224.439,538.271
80,520,9,-1458.34,293.481,714.322
74,688,0,-1741.06,192.686,339.316
29,159,0,-435.208,206.508,545.955
57,386,0,-1029.22,210.517,463.836
100,464,9,-1290.61,211.555,686.285
54,546,0,-1219.19,107.644,170.983
74,606,0,-1509.6,165.957,309.802
70,448,2,-1190.31,202.673,466.498
47,396,8,-989.693,188.433,355.431
55,393,0,-937.005,123.461,242.235
49,481,4,-1218.18,206.984,357.967
90,579,12,-1630.06,302.736,749.693
45,365,3,-1050.67,381.502,798.732
30,199,1,-491.924,143.734,305.114
121,712,0,-2011.91,260.173,669.455
35,189,0,-516.144,201.472,538.173
28,133,0,-403.529,320.915,1081.56
35,229,57,-703.626,2507.04,12326.8
83,577,0,-1353.64,112.451,221.815
74,606,0,-1509.6,165.957,309.802
30,169,28,-655,6767.17,44196.5
131,665,20,-1790.68,203.04,597.382
41,208,55,-688.906,3556.81,31816.4
35,195,0,-529.98,201.493,522.211
69,415,0,-984.486,108.159,235.644
49,254,3,-727.651,266.381,792.516
83,577,0,-1353.64,112.451,221.815
62,353,36,-1292.23,2567.95,11924.6
62,382,2,-916.133,118.222,257.559
37,203,35,-748.67,4487.98,28600.3
24,186,30,-630.934,3200.3,11077.7
86,586,0,-1261.03,75.2558,141.885
79,657,4,-1790.23,279.039,551.495
43,393,1,-974.498,173.87,306.171
26,151,4,-395.393,192.978,489.494
59,410,0,-1122.9,247.881,548
86,586,0,-1261.03,75.2558,141.885
101,552,5,-1470.16,185.68,487.167
74,606,0,-1509.6,165.957,309.802
186,1157,100,-3270.89,428.004,1243.09
35,195,0,-529.98,201.493,522.211
57,300,0,-725.316,107.571,261.649
36,315,2,-755.817,146.441,259.866
26,132,0,-398.432,332.448,1043.34
54,546,0,-1219.19,107.644,170.983
